timestamp,open,high,low,close,volume
1785895200,64339.5,64506.8,64331.3,64371.1,304.514383
1785898800,64371.0,64447.7,64052.2,64183.8,226.599366
1785902400,64183.8,64220.9,64096.9,64180.7,55.04327
1785906000,64180.5,64526.9,64168.3,64337.3,141.160098
1785909600,64337.3,64369.1,64236.9,64257.6,103.001386
1785913200,64257.7,64271.6,64001.5,64164.1,244.112363
1785916800,64164.2,64276.2,64102.6,64121.3,253.489843
1785920400,64121.3,64210.6,64102.9,64157.7,79.912534
1785924000,64157.8,64237.8,64016.4,64062.1,189.32184
1785927600,64062.0,64148.0,64047.9,64074.3,90.943861
1785931200,64074.4,64588.0,64041.4,64333.9,317.258306
1785934800,64334.0,64408.2,63880.0,64407.6,550.517779
1785938400,64407.6,64576.5,64302.2,64476.6,572.390609
1785942000,64476.6,64745.2,64387.6,64392.1,485.884736
1785945600,64392.2,64765.5,64392.2,64665.0,303.459851
1785949200,64666.7,64812.2,64547.6,64775.0,208.115156
1785952800,64775.0,64850.0,64677.8,64800.3,228.626485
1785956400,64800.4,64935.3,64785.2,64840.7,210.276792
1785960000,64840.7,65019.8,64808.4,64831.0,341.161086
1785963600,64831.1,64831.1,64666.6,64732.3,135.706277
1785967200,64732.3,64782.3,64633.4,64635.1,74.937057
1785970800,64634.0,64746.9,64578.6,64656.7,135.073434
1785974400,64656.8,64719.4,64570.1,64652.8,120.216257
1785978000,64652.4,64657.5,64496.0,64590.4,132.30251
1785981600,64590.5,64655.9,64447.0,64582.0,155.069542
1785985200,64582.0,64582.5,64497.4,64533.5,75.080564
1785988800,64533.6,64736.8,64502.5,64732.3,96.378337
1785992400,64732.3,64996.1,64732.2,64902.6,235.299272
1785996000,64904.2,64904.2,64750.4,64859.3,104.507525
1785999600,64859.4,64963.2,64777.8,64815.4,169.199831
1786003200,64815.4,64996.1,64761.1,64944.8,177.30402016
1786006800,64944.8,64949.2,64637.2,64684.6,187.464227
1786010400,64684.7,64690.0,64591.2,64622.2,93.160745
1786014000,64622.2,64659.2,64510.2,64623.3,147.311616
1786017600,64623.3,64637.2,64386.6,64429.9,113.706455
1786021200,64429.9,64524.4,64171.5,64431.6,477.41074
1786024800,64430.2,64844.9,64363.2,64774.9,457.968593
1786028400,64774.9,64981.1,64624.3,64629.4,401.069658
1786032000,64630.8,64776.8,64596.1,64752.1,222.922371
1786035600,64753.9,64835.2,64550.4,64620.8,126.891848
1786039200,64620.9,64625.3,64378.2,64421.1,121.968724
1786042800,64421.2,64476.6,64363.7,64452.9,105.502692
1786046400,64447.3,64533.1,64439.2,64442.5,65.602676
1786050000,64442.6,64515.8,64401.2,64440.7,79.742676
1786053600,64441.7,64448.8,64329.7,64352.3,53.062827
1786057200,64343.8,64363.6,64200.0,64327.6,61.036379
1786060800,64329.5,64410.5,64235.4,64317.4,132.410345
1786064400,64329.4,64478.8,64304.7,64425.7,219.4567
1786068000,64425.8,64544.2,64259.4,64406.2,165.207524
1786071600,64406.2,64406.3,64266.6,64292.7,97.598087
1786075200,64292.7,64364.4,64160.2,64248.6,103.37646
1786078800,64250.3,64392.1,64169.5,64342.8,98.994349
1786082400,64342.8,64463.8,64285.5,64304.6,142.872548
1786086000,64304.7,64436.4,64265.4,64315.0,121.254514
1786089600,64316.5,64668.4,64304.4,64599.4,165.87307
1786093200,64599.5,64959.2,64599.5,64834.5,301.834805
1786096800,64836.2,64916.5,64800.1,64891.0,76.885118
1786100400,64891.2,65208.7,64891.2,65021.5,325.496448
1786104000,65021.5,65387.5,64982.6,65286.7,606.166844
1786107600,65286.8,65333.0,64984.8,65008.1,507.923289
1786111200,65008.1,65274.6,64785.6,64956.5,565.088255
1786114800,64966.3,65129.7,64893.0,64909.1,245.997741
1786118400,64910.4,65066.7,64816.6,64816.6,174.000972
1786122000,64816.7,64825.4,64527.0,64757.6,311.021329
1786125600,64757.7,64875.8,64681.3,64737.6,106.614403
1786129200,64737.6,65024.6,64737.6,64961.0,270.451653
1786132800,64960.9,65032.4,64949.6,64975.1,276.69107
1786136400,64975.1,65100.0,64928.8,64934.2,49.299779
1786140000,64934.3,64950.7,64846.5,64882.7,47.834921
1786143600,64882.7,64919.2,64882.3,64919.2,21.401224
1786147200,64919.2,64953.8,64823.1,64916.9,40.236153
1786150800,64917.0,64952.5,64907.2,64912.8,42.501849
1786154400,64912.8,64954.7,64894.3,64919.1,26.687467
1786158000,64919.0,65064.3,64918.8,65033.3,40.904296
1786161600,65033.3,65063.4,64972.4,65006.7,47.104143
1786165200,65006.7,65020.1,64979.1,64991.0,19.969736
1786168800,64994.5,65009.6,64959.9,65007.8,32.332384
1786172400,65007.9,65008.0,64948.7,64963.1,20.584629
1786176000,64963.2,65013.4,64949.7,64991.5,23.209316
1786179600,64991.6,65050.4,64988.1,64988.1,25.762067
1786183200,64988.2,65021.3,64988.1,65003.6,24.70107
1786186800,65003.7,65021.9,64961.0,64963.8,18.441593
1786190400,64963.7,65046.6,64917.6,65001.1,153.235862
1786194000,65001.1,65020.3,65000.3,65015.1,26.322412
1786197600,65015.2,65185.7,65015.1,65127.4,72.27888
1786201200,65127.4,65150.7,65061.8,65078.9,27.579404
1786204800,65078.9,65116.0,65037.2,65084.9,16.071302
1786208400,65084.9,65142.4,65077.5,65116.7,25.881092
1786212000,65116.7,65125.6,65028.1,65044.3,22.472305
1786215600,65044.3,65099.3,65017.2,65076.8,22.489417
1786219200,65076.8,65092.6,65059.0,65082.2,29.701672
1786222800,65082.2,65082.2,64999.2,65017.1,43.25271
1786226400,65017.1,65037.4,64946.5,64946.6,49.330463
1786230000,64946.6,64973.6,64941.7,64958.0,18.929187
1786233600,64958.0,64984.0,64957.9,64977.8,11.811902
1786237200,64977.9,65001.0,64849.2,64866.9,51.843216
1786240800,64866.8,64866.8,64779.4,64822.6,35.533571
1786244400,64822.4,64822.4,64728.4,64786.7,31.443716
1786248000,64786.7,64827.7,64785.0,64788.2,16.725702
1786251600,64788.2,64801.1,64778.6,64801.1,10.207567
1786255200,64801.2,64863.8,64801.1,64853.2,20.211598
1786258800,64853.3,64858.1,64824.7,64827.3,151.509875
1786262400,64827.4,64933.9,64786.3,64816.5,217.365796
1786266000,64816.5,64875.9,64808.0,64875.9,16.576916
1786269600,64881.2,64972.7,64881.1,64958.6,78.511232
1786273200,64958.6,64995.0,64949.6,64949.7,19.48934
1786276800,64949.7,64954.7,64918.4,64954.6,15.615539
1786280400,64954.7,65262.9,64954.7,65222.7,136.373217
1786284000,65222.7,65294.1,65151.6,65263.4,57.319194
1786287600,65269.5,65269.5,65208.0,65234.7,75.681043
1786291200,65234.8,65263.6,65180.2,65235.1,40.684325
1786294800,65235.2,65235.2,65195.6,65195.9,11.974181
1786298400,65195.9,65221.6,65185.9,65195.7,10.773681
1786302000,65195.8,65211.8,65177.4,65180.7,16.659118
1786305600,65180.7,65187.1,65080.0,65141.3,70.19689
1786309200,65141.4,65247.1,65121.6,65192.7,63.173891
1786312800,65192.8,65477.1,64974.1,65078.8,213.179396
1786316400,65078.8,65105.1,64841.5,64898.2,137.078091
1786320000,64889.9,65324.4,64829.1,64970.6,242.690319
1786323600,64977.2,65387.3,64900.0,65194.7,195.131153
1786327200,65194.7,65213.5,64909.8,65100.2,140.589867
1786330800,65100.1,65164.5,64917.1,64985.5,147.515437
1786334400,64985.6,65099.9,64925.0,65002.7,106.607567
1786338000,65002.8,65158.4,64987.3,65137.5,87.581051
1786341600,65137.4,65345.3,65133.7,65302.0,128.723546
1786345200,65302.1,65367.7,65200.0,65207.1,155.646057
1786348800,65207.2,65327.0,65189.5,65247.3,85.438225
1786352400,65242.9,65242.9,64963.8,64971.8,100.716715
1786356000,64971.7,65070.8,64968.1,65017.5,86.314027
1786359600,65017.5,65131.8,64981.7,65123.9,69.727925
1786363200,65123.9,65233.8,64846.7,64866.9,166.847873
1786366800,64866.9,64964.2,64520.2,64563.2,474.352189
1786370400,64563.3,64880.0,64541.4,64626.5,296.025394
1786374000,64626.6,64708.6,64203.1,64296.9,517.484443
1786377600,64296.8,64353.9,63831.7,63904.1,445.522613
1786381200,63906.1,64023.1,63830.2,63948.3,306.722787
1786384800,63952.0,64019.9,63817.2,63891.9,230.31062
1786388400,63891.9,64100.2,63887.9,64041.9,143.11757
1786392000,64046.9,64205.8,64021.1,64157.3,69.109723
1786395600,64157.4,64157.4,63977.0,63977.0,71.483807
1786399200,63977.1,64056.9,63942.4,64012.7,54.851481
1786402800,64016.1,64017.1,63920.9,63973.7,54.836947
1786406400,63973.8,64053.6,63893.6,64036.2,124.67478
1786410000,64036.3,64080.2,63957.3,64067.3,106.21783
1786413600,64067.4,64085.7,64032.2,64042.8,32.205709
1786417200,64042.8,64174.7,64042.8,64143.6,41.032546
1786420800,64143.6,64155.0,64028.0,64028.1,53.540649
1786424400,64028.0,64053.5,63966.0,64000.1,41.11899
1786428000,64000.2,64048.3,63853.4,63964.5,85.512185
1786431600,63964.6,64105.7,63911.9,64057.6,146.957858
1786435200,64057.7,64153.4,64041.7,64137.9,74.966208
1786438800,64137.9,64302.1,64129.5,64302.1,68.822541
1786442400,64302.1,64309.5,64201.4,64229.4,199.266081
1786446000,64229.5,64402.5,64229.5,64387.8,238.716257
1786449600,64387.8,64495.9,64295.3,64326.4,181.019837
1786453200,64326.3,64366.5,64049.2,64200.1,415.699307
1786456800,64190.7,64260.9,63707.8,63768.7,416.192957
1786460400,63768.7,63864.3,63448.7,63606.9,690.630304
1786464000,63607.0,63665.1,63460.5,63507.7,231.320789
1786467600,63507.7,63629.0,63457.1,63599.9,152.132507
1786471200,63599.9,63620.1,63250.0,63377.5,334.027115
1786474800,63377.6,63537.2,63234.7,63537.1,142.419776
1786478400,63536.5,63745.8,63536.5,63742.1,128.014341
1786482000,63742.2,63765.9,63619.7,63675.3,70.962074
1786485600,63675.4,63767.0,63628.0,63667.3,55.546991
1786489200,63667.3,63667.3,63550.3,63598.2,47.15355
1786492800,63598.1,63745.2,63529.5,63745.1,90.941185
1786496400,63745.2,63856.8,63692.6,63821.8,99.336586
1786500000,63821.8,63901.2,63730.6,63740.3,244.23399
1786503600,63742.0,63841.9,63713.6,63823.0,80.904388
1786507200,63823.0,63889.2,63740.4,63770.4,102.737719
1786510800,63770.5,63866.5,63731.7,63852.9,154.326985
1786514400,63841.6,63841.7,63598.1,63715.3,342.266525
1786518000,63715.3,63837.5,63641.8,63837.4,119.444919
1786521600,63837.5,63866.5,63773.7,63795.2,141.94322
1786525200,63795.2,64106.8,63769.5,64106.8,233.54847
1786528800,64106.8,64213.5,64060.7,64140.1,197.437796
1786532400,64140.2,64246.3,64116.8,64233.3,103.873334
1786536000,64233.4,64473.5,63973.9,64121.1,679.753523
1786539600,64121.1,64161.9,63832.4,63838.2,364.260122
1786543200,63838.1,63927.3,63363.9,63369.3,482.79707
1786546800,63369.3,63569.7,63321.0,63442.2,464.344706
1786550400,63442.3,63580.2,63365.1,63491.0,199.719313
1786554000,63491.0,63554.9,63410.4,63468.6,95.538684
1786557600,63468.6,63521.8,63374.9,63386.5,122.266628
1786561200,63386.5,63457.5,63312.6,63418.7,143.487373
1786564800,63418.7,63596.9,63418.7,63596.9,88.565773
1786568400,63597.1,63649.5,63424.1,63463.7,96.594408
1786572000,63463.7,63533.0,63372.8,63433.3,68.320108
1786575600,63433.3,63485.5,63377.7,63480.6,138.056347
1786579200,63480.7,63715.4,63464.8,63568.1,130.925429
1786582800,63567.1,63634.5,63383.3,63461.1,143.366447
1786586400,63461.0,63581.0,63380.3,63550.7,108.185616
1786590000,63550.1,63687.5,63514.1,63648.9,152.571407
1786593600,63649.0,63773.5,63596.5,63697.5,92.253873
1786597200,63697.4,64005.7,63672.0,63878.1,162.697999
1786600800,63878.0,63934.9,63755.2,63934.9,94.543861
1786604400,63934.9,63947.6,63853.7,63859.9,105.217516
1786608000,63860.0,63912.1,63743.3,63765.1,65.142541
1786611600,63768.5,63786.9,63587.1,63780.8,126.201354
1786615200,63780.9,63819.5,63582.1,63653.9,148.717669
1786618800,63653.9,63666.5,63355.8,63485.3,155.087167
1786622400,63485.3,63713.3,63445.6,63693.6,179.424565
1786626000,63693.6,63850.0,63565.9,63721.3,353.994733
1786629600,63721.3,63999.0,63688.5,63861.5,301.973245
1786633200,63864.8,63939.7,63420.1,63420.1,286.516094
1786636800,63420.1,63569.2,62851.0,63158.9,851.728484
1786640400,63159.2,63299.9,63078.5,63147.1,341.004266
1786644000,63147.1,63369.3,63113.3,63308.6,140.711715
1786647600,63308.7,63514.1,63308.7,63404.0,158.766337
1786651200,63406.3,63471.8,63366.3,63411.2,69.759389
1786654800,63411.3,63505.3,63394.5,63478.4,67.947272
1786658400,63478.4,63638.7,63478.3,63527.4,83.469911
1786662000,63527.4,63534.2,63402.8,63483.1,86.969336
1786665600,63486.5,63556.4,63413.6,63539.1,138.273005
1786669200,63540.0,63591.8,63461.7,63574.9,133.916448
1786672800,63576.4,63617.4,63467.7,63467.7,130.43876
1786676400,63466.6,63575.4,63307.4,63315.8,161.233783
1786680000,63315.8,63473.2,63279.1,63374.4,91.762131
1786683600,63374.4,63398.1,63291.3,63383.6,65.885388
1786687200,63383.7,63383.7,62941.9,62975.0,172.61117
1786690800,62975.0,63110.6,62919.4,62920.0,257.903264
1786694400,62920.0,62997.3,62700.0,62939.4,397.993784
1786698000,62939.9,62939.9,62747.2,62795.7,191.433209
1786701600,62795.7,62938.8,62747.8,62819.3,168.404556
1786705200,62819.4,62933.6,62812.0,62867.0,106.782887
1786708800,62867.1,62912.0,62730.4,62740.5,168.01328
1786712400,62740.5,62822.4,62606.1,62665.0,602.032809
1786716000,62667.2,62798.0,62538.1,62619.2,416.627314
1786719600,62619.3,63086.6,62614.1,62988.5,393.972393
1786723200,62988.5,63214.0,62963.2,63132.6,207.132611
1786726800,63132.6,63237.9,62996.3,63011.0,132.009367
1786730400,63011.0,63079.7,62896.5,62929.2,128.590393
1786734000,62929.3,62994.7,62830.0,62967.6,141.589848
1786737600,62967.5,63020.8,62892.2,62906.0,95.013047
1786741200,62906.1,62933.3,62872.7,62927.2,63.038128
1786744800,62927.2,62957.3,62801.1,62882.1,71.953809
1786748400,62882.1,63061.3,62865.3,63039.8,80.484068
1786752000,63039.9,63053.0,62997.4,63013.5,43.22419
1786755600,63013.6,63045.9,62998.4,63040.9,55.993224
1786759200,63041.0,63137.7,63040.9,63137.7,53.006421
1786762800,63137.7,63187.6,63046.4,63052.6,35.86669
1786766400,63054.8,63149.5,63054.7,63122.1,24.937015
1786770000,63122.2,63154.5,63038.4,63077.4,25.749178
1786773600,63077.4,63131.5,63035.3,63111.6,48.869821
1786777200,63111.6,63127.8,63036.0,63070.4,57.613123
1786780800,63070.5,63080.7,62931.4,62935.0,33.614932
1786784400,62935.0,63045.5,62917.7,63033.1,54.803929
1786788000,63033.1,63052.8,63003.4,63042.7,20.295124
1786791600,63042.4,63053.0,62997.0,63019.1,36.711776
1786795200,63019.2,63055.8,62949.2,63055.7,31.094108
1786798800,63055.8,63082.0,63022.2,63057.8,41.242488
1786802400,63057.8,63057.8,63000.1,63039.8,21.209455
1786806000,63039.9,63121.6,63034.6,63096.3,28.737306
1786809600,63096.3,63125.8,63066.4,63097.7,26.863874
1786813200,63097.8,63105.6,63064.0,63071.1,10.367258
1786816800,63071.1,63106.2,63043.7,63057.9,19.366884
1786820400,63057.9,63123.9,63052.4,63123.9,28.687457
1786824000,63123.9,63123.9,63073.1,63103.1,9.538871
1786827600,63103.1,63167.3,63103.0,63153.3,23.315018
1786831200,63153.4,63171.7,63129.9,63132.6,22.352723
1786834800,63132.6,63139.6,63083.4,63083.5,11.670283
1786838400,63083.5,63083.9,63064.7,63083.4,12.886658
1786842000,63083.5,63083.5,63006.2,63080.2,19.041405
1786845600,63080.2,63156.6,63021.9,63121.3,39.432283
1786849200,63121.3,63128.4,63111.3,63126.8,8.306811
1786852800,63126.8,63149.0,63090.5,63090.5,9.178855
1786856400,63090.4,63095.0,63039.8,63065.4,18.496553
1786860000,63065.4,63080.0,63040.3,63064.5,43.724218
1786863600,63064.6,63065.9,63053.6,63059.4,7.873072
1786867200,63059.5,63071.4,63059.4,63064.0,8.954464
1786870800,63064.0,63064.3,62966.6,62988.8,37.158454
1786874400,62988.9,63012.6,62965.8,63005.8,21.508165
1786878000,63005.8,63009.0,62977.7,63009.0,15.515418
1786881600,63014.1,63024.9,62992.5,63013.8,13.311674
1786885200,63013.9,63068.6,63013.8,63065.4,9.702294
1786888800,63065.4,63100.5,63057.7,63099.4,21.17469
1786892400,63099.5,63143.4,63099.5,63141.4,38.035882
1786896000,63141.4,63386.2,63135.8,63258.1,116.299471
1786899600,63258.2,63276.9,63125.1,63157.5,75.093819
1786903200,63157.6,63175.5,63122.4,63141.2,23.309356
1786906800,63141.3,63227.4,63100.7,63108.9,39.064164
1786910400,63109.0,63139.6,63026.6,63062.5,34.47972
1786914000,63062.6,63087.3,62739.8,62933.2,102.166541
1786917600,62933.2,62953.7,62714.3,62913.0,136.284842
1786921200,62912.9,62989.0,62832.1,62898.4,105.676974
1786924800,62898.4,62957.1,62753.0,62915.6,170.646281
1786928400,62914.6,63241.2,62897.8,63110.0,312.977828
1786932000,63110.1,63496.6,63034.6,63403.6,209.798859
1786935600,63406.4,63516.7,63343.9,63429.9,156.291528
1786939200,63429.9,63582.3,63429.9,63536.3,165.858896
1786942800,63536.4,63591.6,63444.4,63520.0,174.201753
1786946400,63520.1,63714.1,63479.9,63664.8,137.942132
1786950000,63664.8,63670.7,63515.9,63518.0,138.743165
1786953600,63518.8,63541.2,63351.4,63385.5,176.475256
1786957200,63385.6,63427.8,63291.3,63320.5,66.522505
1786960800,63320.6,63690.2,63300.5,63690.1,189.83634
1786964400,63690.1,63776.5,63589.0,63623.4,141.649726
1786968000,63623.4,63678.2,63533.4,63550.5,225.561869
1786971600,63550.6,63799.8,63442.3,63667.8,289.153202
1786975200,63673.3,63897.8,63590.8,63897.7,260.62568
1786978800,63897.8,64233.1,63810.8,64201.5,563.516908
1786982400,64201.6,64216.1,64061.2,64114.5,244.535375
1786986000,64114.5,64424.0,63983.0,64327.7,525.688438
1786989600,64326.9,64630.6,64284.3,64428.9,391.314546
1786993200,64430.7,64430.7,64288.9,64308.4,194.908955
1786996800,64308.4,64436.2,64264.6,64396.2,118.744565
1787000400,64396.0,64436.6,64294.8,64383.3,92.406135
1787004000,64383.4,64415.7,64276.9,64290.5,91.528416
1787007600,64290.7,64579.8,64287.2,64536.4,121.554152
1787011200,64536.6,64568.1,64362.9,64379.9,127.178297
1787014800,64380.0,64388.1,64154.2,64203.7,118.986761
1787018400,64203.7,64270.8,64045.4,64105.6,160.485634
1787022000,64097.0,64186.0,64043.5,64180.4,151.022386
1787025600,64180.3,64253.7,64090.6,64209.9,173.348573
1787029200,64214.3,64273.3,64139.7,64232.1,208.847267
1787032800,64232.2,64449.9,64160.0,64321.9,208.076103
1787036400,64321.8,64353.6,64167.0,64194.0,131.762508
1787040000,64194.0,64339.5,64092.8,64287.0,159.426947
1787043600,64287.0,64287.0,64137.6,64174.4,75.098694
1787047200,64171.3,64222.3,64128.4,64200.8,94.368852
1787050800,64200.8,64400.0,64191.8,64351.9,135.215009
1787054400,64351.9,64352.0,64214.6,64227.8,66.023637
1787058000,64227.8,64286.0,64043.9,64220.7,389.943749
1787061600,64221.4,65057.3,64221.3,64719.5,945.521401
1787065200,64730.9,64887.3,64653.5,64855.1,437.798215
1787068800,64855.6,64892.4,64675.0,64833.4,216.625887
1787072400,64833.5,64838.7,64675.0,64675.0,148.781623
1787076000,64675.0,64824.0,64659.3,64776.1,69.563168
1787079600,64776.2,64796.5,64642.9,64647.8,66.456788
1787083200,64647.8,64657.1,64567.1,64580.1,57.10935
1787086800,64580.1,64659.8,64571.4,64607.7,58.738441
1787090400,64603.0,64652.6,64564.7,64633.1,59.536634
1787094000,64633.2,64782.6,64633.1,64727.4,68.554554
1787097600,64727.4,64739.1,64484.7,64491.1,119.840408
1787101200,64491.0,64550.8,64393.4,64404.0,168.073123
1787104800,64402.1,64416.1,64346.3,64355.7,132.464528
1787108400,64355.6,64412.9,64282.9,64325.3,87.471644
1787112000,64325.3,64387.8,64299.1,64316.5,73.79712
1787115600,64316.6,64407.0,64235.6,64235.8,72.284579
1787119200,64235.8,64346.9,64166.4,64336.5,134.514625
1787122800,64336.6,64396.9,64278.6,64298.4,156.38968
1787126400,64298.1,64510.3,64248.4,64415.1,137.181718
1787130000,64415.1,64471.0,64357.4,64423.6,94.977384
1787133600,64423.6,64458.2,64369.3,64458.1,72.822954
1787137200,64458.0,64534.7,64453.1,64510.8,130.844001
1787140800,64510.8,64982.6,64471.1,64882.4,486.300726
1787144400,64882.3,65217.0,64789.9,65008.7,859.232773
1787148000,65008.6,65980.6,65008.6,65921.6,1134.014508
1787151600,65921.6,69622.8,65883.9,68550.5,4649.090264
1787155200,68550.5,68987.0,68419.3,68461.0,1152.884885
1787158800,68460.2,68533.3,67828.5,68194.0,901.401624
1787162400,68194.1,68462.7,68036.1,68404.5,342.830645
1787166000,68398.6,68490.4,68107.8,68424.7,495.306561
1787169600,68430.7,69587.4,68386.0,69046.0,828.129512
1787173200,69045.6,70055.2,68981.6,69716.9,1801.417651
1787176800,69720.3,69839.4,68984.3,69259.7,785.668637
1787180400,69261.5,69458.8,69162.8,69342.9,529.639484
1787184000,69342.9,69788.1,69320.1,69418.1,538.465179
1787187600,69418.1,69887.4,69276.9,69720.2,519.978883
1787191200,69722.1,69823.1,69274.8,69300.3,389.224467
1787194800,69300.2,69345.0,68907.3,69191.1,571.932768
1787198400,69191.2,69610.8,69167.4,69488.0,291.568482
1787202000,69488.0,69666.6,69369.4,69418.1,349.763514
1787205600,69418.1,69925.0,69349.1,69859.6,506.533366
1787209200,69859.6,70019.9,69513.4,69832.0,776.731088
1787212800,69832.0,71812.9,69792.1,71582.9,1780.985789
1787216400,71586.9,72066.7,71487.9,71788.8,1915.95715
1787220000,71786.9,72486.8,71706.4,71999.8,932.88995
1787223600,71999.7,72319.8,71813.9,71921.7,752.667979
1787227200,71921.6,72003.3,71494.8,71951.4,852.56362
1787230800,71951.5,72108.9,71122.8,71693.4,1492.208759
1787234400,71693.4,71989.6,71361.9,71819.5,772.467787
1787238000,71819.6,72835.3,71785.4,72473.7,1665.359772
1787241600,72473.7,72904.8,72212.1,72834.7,649.091855
1787245200,72849.0,72961.2,72536.7,72736.5,656.813546
